iter        J                  ΔJ                   |d|             α       
90   990.7941362620569    30.458677361921488   11.595787660518853    0.5 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
91   984.1990443378027    4.75263287846137   5.6331074640412035    1.0 
92   981.9206292150026    7.636362128975036   5.337002536406427    1.0 
93   977.6305349118378    6.087697727796096   6.78103273464473    1.0 
94   974.9914236725589    9.270103407676665   6.217520918670821    1.0 
95   971.997464565409    10.989372935137926   8.044987341445394    1.0 
96   970.275216851187    18.549463827535   8.244526712809842    1.0 
97   969.0713087766688    24.80009140294978   10.188996152616618    0.5 
98   962.9397850589356    4.498997133498821   4.391354212159309    1.0 
99   959.9949645610938    5.780212343835931   5.568149370431465    1.0 
100   955.7948257816532    4.9544259932294334   3.888097952801798    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
101   952.4484023377561    5.575849788098322   6.343782540333153    1.0 
102   949.2190157619526    7.391038155475378   5.1906752879203095    1.0 
103   946.1913473317827    9.07667607096125   7.5549790332261715    1.0 
104   943.8217272391502    14.482945085034517   7.337830555672438    1.0 
105   941.9823817391431    19.389590454041812   9.43257534526696    1.0 
106   941.7307041674776    33.63839355042206   12.282171839708372    0.5 
107   934.5041215166489    5.116340722128455   5.771796838589655    1.0 
108   932.5674724005019    9.002794455030081   5.930811044723583    1.0 
109   927.6030543444807    6.334725916284366   6.906770036273624    1.0 
110   924.8754711987895    9.57827820608419   6.309144487903539    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
111   921.7649264869766    11.205646320896772   8.18444609945947    1.0 
112   920.0110780542162    18.887957973519196   8.305673846052413    1.0 
113   918.7669516079002    25.091987436826653   10.21103541862225    0.5 
114   912.5584170901625    4.562248576085353   4.450748700743581    1.0 
115   909.6692530660015    6.0089772838775515   5.601614065170964    1.0 
116   905.3651475051582    5.000358421926942   3.8827995738683594    1.0 
117   902.0149939914421    5.606401267834366   6.353141136984416    1.0 
118   898.804191311946    7.429097656798236   5.197436536201246    1.0 
119   895.8207884027058    9.14113176851522   7.566971849669352    1.0 
120   893.519778352719    14.62515574607946   7.434445381801526    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
121   891.7917006072031    19.639250687501935   9.331565854826103    0.5 
122   886.7474103720232    4.102572698209259   4.382648483386062    1.0 
123   883.7832411889963    5.187197760073944   5.473767279732828    1.0 
124   879.8837515700968    4.684092280078558   3.848900907179946    1.0 
125   876.6212050584842    5.135223824227272   6.2045301591248005    1.0 
126   873.5507706015147    6.728631695465107   4.959833715412155    1.0 
127   870.6701455014997    8.161909482056764   7.21802787363199    1.0 
128   868.4625453971856    12.972557474938167   6.918062127202962    1.0 
129   866.7781784783716    17.489688270518375   8.938745228442755    0.5 
130   862.2726119348662    3.6951082532434882   4.160039809344902    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
131   859.4805538543771    4.418274867103116   5.2180949653571975    1.0 
132   856.1219659727967    4.168230597147436   3.600051919643265    1.0 
133   853.2601545404808    4.5508196134773025   5.888517064213783    1.0 
134   850.6654849468034    6.065242816932956   4.740132310058088    1.0 
135   848.2865752659055    7.5068532199806555   6.834856502399113    1.0 
136   846.6259513219127    12.234338791007517   6.865375145291817    1.0 
137   845.5475863539086    16.965119560019264   8.429441271681922    0.5 
138   841.313225769872    3.049032451084772   3.694953273517985    1.0 
139   838.9963157857911    3.4337948025520104   4.811455098211636    1.0 
140   836.4499124536658    3.4380107584495345   3.307041894348964    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
141   834.2699415651704    3.859876490855402   5.3195194409656565    1.0 
142   832.3994440527641    5.434480818668753   4.5012532547852615    1.0 
143   830.756132184508    7.099544084583637   6.271585697900369    1.0 
144   829.8405489387163    12.091814883188254   7.0550776043614825    1.0 
145   829.565964414224    17.376972355251148   8.211281441637732    0.5 
146   825.3964692654399    2.4216593444971926   3.0476613767535263    1.0 
147   823.610920211711    2.6145115242098202   4.240143361611308    1.0 
148   821.7790147069547    2.819193783130585   3.0137026525488197    1.0 
149   820.1836237501253    3.321170015896428   4.808316548391114    1.0 
150   818.862571716248    4.933025031756568   4.287161284781717    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
151   817.7303715601374    6.737663791190225   5.834810910246938    1.0 
152   817.2505174815141    11.741559572671791   7.016586245682232    0.5 
153   814.5469162304137    1.9707140127883862   3.7627229957017905    1.0 
154   813.1523321965346    2.5405408399900997   3.2071994648869455    1.0 
155   811.5970232471848    2.6646271098288485   4.423567970754917    1.0 
156   810.3791293479824    3.9615031441148614   4.080939710103949    1.0 
157   809.144454855836    5.114261487869965   5.299311097453447    1.0 
158   808.4318805384145    8.715428191986007   5.796290359453226    1.0 
159   807.9845611009042    12.387955770078438   6.83451258794314    0.5 
160   804.9445293657317    1.911214662809919   2.6074294800671782    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
161   803.3901663918792    2.0621293764685182   3.749225843819221    1.0 
162   801.7864270678814    2.346323557753482   2.6791184429316366    1.0 
163   800.2067852904181    2.698707947832521   4.3729777072251546    1.0 
164   798.7384570905301    3.7964729042776053   3.7422798373738098    1.0 
165   797.2440847272707    4.811437448293785   5.357385182121672    1.0 
166   796.1153469764851    7.809117137692896   5.419864412355891    1.0 
167   795.1087638273631    10.679458741902478   6.926977934960446    1.0 
168   794.9820868936083    18.578640387651603   8.84494662321095    0.5 
169   790.8592264556315    2.704729122211811   4.185908196845468    1.0 
170   789.1829392427367    3.7890882011180973   3.8762649492067105    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
171   786.8916567825448    3.5591707364328724   5.170263629416637    1.0 
172   785.1967164125895    5.350581670592588   4.746327647247785    1.0 
173   783.179639251052    6.271327014693553   6.252645641291781    1.0 
174   781.8551945228277    10.311585324456436   6.366442429107052    1.0 
175   780.4887299385223    13.42969106222026   7.942020805027174    1.0 
176   780.2871162679842    22.988880111828035   9.652344770345188    0.5 
177   775.1828695561223    3.44810047324321   4.786623181263347    1.0 
178   773.2049483044111    5.043110530219228   4.329119606650918    1.0 
179   770.1309289997704    4.265230304317537   5.843934647737212    1.0 
180   767.9960453280302    6.332276465314646   5.115319563576895    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
181   765.3887846461155    7.065474841144983   6.936500062235701    1.0 
182   763.6147788786544    11.372647709163108   6.655966374453704    1.0 
183   761.7115857885765    14.314755416610577   8.584441472957675    1.0 
184   761.0347886724397    23.974270033279517   9.777551593359147    0.5 
185   755.5925427271826    3.9789715500706055   5.3176514865725215    1.0 
186   753.3282563429815    6.0686097797813945   4.594507807655621    1.0 
187   749.521976936488    4.795406377304633   6.330320665304707    1.0 
188   746.9077301149107    6.910332094066781   5.286225549948697    1.0 
189   743.7509704225529    7.4144701613344495   7.274880730224142    1.0 
190   741.4749956783975    11.574107336304586   6.698099385024507    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
191   739.0051549592323    14.092456046519633   8.870295454310998    1.0 
192   737.7320293115545    23.043937491462255   9.436774206847824    1.0 
193   737.1467802342041    29.698021565808627   11.007865989316361    0.5 
194   729.8666899110168    4.743462423586083   4.58474666876063    1.0 
195   727.1664544468406    6.475030435897272   5.521561094597323    1.0 
196   722.5036522999114    4.6484328684501826   4.265907294212442    1.0 
197   719.061921003934    5.053666356951564   6.191251603143145    1.0 
198   715.5151865109063    5.946891809598421   4.475248075950195    1.0 
199   712.120908341628    6.677099558536338   7.092896539551549    1.0 
200   708.9484710436022    9.198725612186037   5.824362987698641    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
201   705.8900493759038    10.946488717695226   8.355323499581514    1.0 
202   703.5315271260051    16.893043888845952   7.891376320338828    1.0 
203   701.6072608989583    21.232422621195692   10.238734999967471    1.0 
204   700.8996355034611    33.84041245256251   12.121183260867276    0.5 
205   693.4271068076852    5.2548457016188515   5.96108806531299    1.0 
206   691.5235315942796    9.468076657569194   7.046591950100026    1.0 
207   685.920993491201    5.747151517880688   6.951099675698643    1.0 
208   682.7980724420596    8.021850854825235   5.687831376409303    1.0 
209   678.934078564131    7.984106088182585   7.802683136247675    1.0 
210   676.190515231301    12.022538643583712   6.842285730603359    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
211   673.0893784729711    13.783824861844156   9.069380131273515    1.0 
212   671.2336402107276    21.70363209338616   8.903143287422791    1.0 
213   669.7799617981303    26.749117885237908   11.124691921612095    0.5 
214   663.0215200099917    4.819747938154667   4.800584801187967    1.0 
215   660.0869873636417    6.617158459918516   5.650096212248807    1.0 
216   655.1793709058695    4.716327259819239   4.480482362558197    1.0 
217   651.4863564871758    4.963844685659521   6.147076737733717    1.0 
218   647.7077711440977    5.553899024715438   4.221910462176211    1.0 
219   644.0747254494903    5.955107543794593   6.881830987452371    1.0 
220   640.6050633661465    7.657230808922062   5.2834747282542125    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
221   637.1847077559469    8.60559966574441   7.802424301304338    1.0 
222   634.2963114965377    12.55005781086598   6.780182076220455    1.0 
223   631.5688166910674    15.073795840143296   9.365931075809296    1.0 
224   629.8265976828285    23.559500945149946   9.780163040333738    1.0 
225   628.7765804354285    29.18574446429634   11.26424688307107    0.5 
226   621.4593853310108    4.7967950733478135   4.81386695981482    1.0 
227   618.7542648565948    6.928786567026033   5.590253381464539    1.0 
228   613.7354851128151    4.619634132926354   4.416432640647841    1.0 
229   610.1465236636723    4.831097863078722   6.146655306459248    1.0 
230   606.5025738124608    5.345893168195507   4.1397723139609175    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
231   603.0689588265823    5.71442848813051   6.70291208326202    1.0 
232   599.8519507051092    7.318906931935913   5.175533936490241    1.0 
233   596.78869945815    8.282022967734378   7.6912043518981426    1.0 
234   594.3381115513389    12.151115408743062   6.651361232317088    1.0 
235   592.226221950785    14.906766082692032   9.011342343937931    1.0 
236   591.2021176297483    23.58873821692034   9.988397364103324    0.5 
237   585.82813146045    3.772791300426815   5.3264101229104055    1.0 
238   583.6309202607662    5.343836986923704   4.334841865317995    1.0 
239   580.3117284322875    3.937886864593724   5.9091731832293775    1.0 
240   578.1971624420006    5.18512805589848   4.681967661563583    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
241   576.0498573575062    5.540177290828982   6.414472493736563    1.0 
242   574.705257356731    8.34492907679095   5.780578195397489    1.0 
243   573.6566310044848    10.661219769040079   7.393272933448187    0.5 
244   570.9296903163918    1.84877681280676   3.1459607317263454    1.0 
245   569.3838141456257    1.7165431152072799   3.8474569076755567    1.0 
246   568.0071224474715    1.6306787049141303   2.4573121372323516    1.0 
247   566.8675171393174    1.6141050792490512   3.838888537796186    1.0 
248   565.9777272349975    1.9870311522789017   2.7769730082757924    1.0 
249   565.2689946722552    2.4285668250827412   4.095163614627197    1.0 
250   564.8694365949367    3.772849580943661   3.859313495974903    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
251   564.7516578418787    5.504615146632014   4.8418505080844305    0.5 
252   563.4420087576756    0.6196874516593193   1.638778296505443    1.0 
253   562.9719154056694    0.5783218313802683   2.358944041665004    1.0 
254   562.610118934257    0.6563827112681416   1.5956190852890073    1.0 
255   562.3332394328817    0.801050074280434   2.4408865266485504    1.0 
256   562.1670158577173    1.2149484754630666   2.265188763533094    1.0 
257   562.1133862082171    1.8622591208379968   2.8403120707846985    0.5 
258   561.6737117609822    0.21816679829139424   0.9638142962756542    1.0 
259   561.5153840977443    0.21498790848386992   1.4292941696956718    1.0 
260   561.3970786447994    0.25840469763683677   1.0533064852977394    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
261   561.313424478322    0.3463879447950102   1.5120217524063877    1.0 
262   561.2738414688293    0.5563113527091034   1.5657405514891274    0.5 
263   561.1412145760868    0.08427010080031971   0.9224843280826892    1.0 
264   561.0801445608872    0.08675674658705969   0.606892858950669    1.0 
265   561.0339030357557    0.10179377921985483   0.9171770840077667    1.0 
266   561.0032178980482    0.14551806630234987   0.835659328838102    1.0 
267   560.9895344039269    0.22903513716081011   1.038304364146547    0.5 
268   560.9346425210624    0.032196732901192154   0.3815395496732238    1.0 
269   560.9113496024203    0.03242459355014965   0.5582160650526075    1.0 
270   560.8940438876755    0.03914279991374679   0.42233916669317995    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
271   560.8824578164264    0.0550126131474623   0.5837179033435083    1.0 
272   560.8777421425838    0.08996893058315886   0.6424150795276016    0.5 
273   560.8565930040788    0.012408076299451095   0.3520951460212159    1.0 
274   560.8480440158394    0.013083755331287751   0.23722176983490656    1.0 
275   560.8417671746446    0.016234156789229688   0.35343399335600034    1.0 
276   560.8378614927482    0.02412033302318768   0.34117096131643365    1.0 
277   560.8367920291456    0.039899005208824764   0.41400844563224826    0.5 
278   560.8275625147209    0.0047770798803704485   0.13491648269154996    1.0 
279   560.8244434883758    0.005155422635366678   0.21683471932940276    1.0 
280   560.82221196127    0.0067006203268966035   0.17832573455851944    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
281   560.8209072744492    0.010173550358652477   0.23697140538528372    1.0 
282   560.82078398732    0.017373439813873386   0.2819675189461272    0.5 
283   560.8168659885412    0.0018681636058924414   0.13627659470022185    1.0 
284   560.8157500904002    0.002128484683680813   0.09869749999378018    1.0 
285   560.8149779410463    0.0028954894077332554   0.1407900593358186    1.0 
286   560.8145899449398    0.004600556746846638   0.14837734019791224    0.5 
287   560.8134724390035    0.0007318734153507964   0.08717035520146427    1.0 
288   560.8129405419279    0.0007414306683119115   0.05518026274788162    1.0 
289   560.8125454904795    0.0008882222658166668   0.08538518457083338    1.0 
290   560.812286987447    0.0012757335265214747   0.07875129145199934    1.0 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
291   560.8121875917811    0.002090086436597273   0.09808935415119914    0.5 
292   560.8116959796166    0.0002806152613956531   0.034234564592760405    1.0 
293   560.8115054068401    0.0002966621282080498   0.05279962013179203    1.0 
294   560.8113672975177    0.00037572415789031456   0.04232961890577511    1.0 
295   560.8112833641886    0.0005632427693636472   0.056972429872541724    1.0 
296   560.8112665567938    0.0009521670218463052   0.06654917292449691    0.5 
297   560.8110492127851    0.00010906789302991475   0.03322065266682334    1.0 
298   560.8109814890186    0.00012163953736176022   0.02339166045878049    1.0 
299   560.81093403339    0.00016286443793877257   0.03391500025759449    1.0 
300   560.8109087338164    0.0002554360083153193   0.03504618716263149    0.5 
iter        J                  ΔJ                   |d|             α       
-----------------------------------------------------------------------------
301   560.8108458015374    4.315562501717142e-05   0.02124602609174506    1.0 
302   560.8108138187231    4.30825823929041e-05   0.013175658478462674    1.0 
